input	score	concept_id	concept_name	concept_type
Bone Metastases in Subjects With Advanced Breast Cancer	901	C0678222	Breast Cancer (Breast Carcinoma)	Neoplastic Process
Bone Metastases in Subjects With Advanced Breast Cancer	901	C0006142	Breast Cancer (Malignant neoplasm of breast)	Neoplastic Process
Bone Metastases in Subjects With Advanced Breast Cancer	861	C2939419	Metastases (Secondary Neoplasm)	Neoplastic Process
Bone Metastases in Subjects With Advanced Breast Cancer	827	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Bone Metastases in Subjects With Advanced Breast Cancer	851	C0153661	thoracic cancer (Malignant neoplasm of thorax)	Neoplastic Process
Bone Metastases in Subjects With Advanced Cancer or Multiple Myeloma	827	C2939420	metastasis (Metastatic Neoplasm)	Neoplastic Process
Bone Metastases in Subjects With Advanced Cancer or Multiple Myeloma	1000	C0153690	bone metastases (Secondary malignant neoplasm of bone)	Neoplastic Process
Bone Metastases in Subjects With Advanced Cancer or Multiple Myeloma	861	C0027627	Metastases (Neoplasm Metastasis)	Neoplastic Process
Bone Metastases in Subjects With Advanced Cancer or Multiple Myeloma	1000	C0877373	Advanced Cancer (Advanced Malignant Neoplasm)	Neoplastic Process
Bone Metastases in Subjects With Advanced Cancer or Multiple Myeloma	1000	C0026764	Multiple Myeloma	Neoplastic Process
Bone Metastases in Subjects With Advanced Cancer or Multiple Myeloma	861	C2939419	Metastases (Secondary Neoplasm)	Neoplastic Process
Bone Metastases in Subjects With Advanced Cancer or Multiple Myeloma	861	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Bone Metastases of a Malignant Tumor	861	C0027651	Tumor (Neoplasms)	Neoplastic Process
Bone Metastases of a Malignant Tumor	827	C2939420	metastasis (Metastatic Neoplasm)	Neoplastic Process
Bone Metastases of a Malignant Tumor	1000	C0153690	bone metastases (Secondary malignant neoplasm of bone)	Neoplastic Process
Bone Metastases of a Malignant Tumor	861	C0027627	Metastases (Neoplasm Metastasis)	Neoplastic Process
Bone Metastases of a Malignant Tumor	1000	C0006826	Malignant tumor (Malignant Neoplasms)	Neoplastic Process
Bone Metastases of a Malignant Tumor	861	C2939419	Metastases (Secondary Neoplasm)	Neoplastic Process
Bone Metastasis	861	C2939420	metastasis (Metastatic Neoplasm)	Neoplastic Process
Bone Metastasis	827	C2939419	Metastases (Secondary Neoplasm)	Neoplastic Process
Bone Metastasis	861	C0027627	Metastasis (Neoplasm Metastasis)	Neoplastic Process
Bone Metastasis	1000	C0153690	Bone Metastasis (Secondary malignant neoplasm of bone)	Neoplastic Process
Bone Neoplasm	861	C0027651	Neoplasm (Neoplasms)	Neoplastic Process
Bone Neoplasm	1000	C0005967	BONE NEOPLASM (Bone neoplasms)	Neoplastic Process
Bone Neoplasms	861	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Bone Neoplasms	1000	C0005967	Bone neoplasms	Neoplastic Process
Bone Neoplasms;	861	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Bone Neoplasms;	1000	C0005967	Bone neoplasms	Neoplastic Process
Bone Sarcoma	1000	C0029463	bone sarcoma (Osteosarcoma)	Neoplastic Process
Bone Sarcoma	861	C1261473	Sarcoma	Neoplastic Process
Bone Sarcoma	1000	C1704327	Bone Sarcoma	Neoplastic Process
Bone Sarcomas	983	C1704327	Bone Sarcoma	Neoplastic Process
Bone Sarcomas	861	C1261473	Sarcomas (Sarcoma)	Neoplastic Process
Bone Sarcomas	1000	C0029463	bone sarcomas (Osteosarcoma)	Neoplastic Process
Bone Tumor	861	C0027651	Tumor (Neoplasms)	Neoplastic Process
Bone Tumor	1000	C0005967	Bone tumor (Bone neoplasms)	Neoplastic Process
Bone Tumors	1000	C0005967	Bone Tumors (Bone neoplasms)	Neoplastic Process
Bone Tumors	861	C0027651	Tumors (Neoplasms)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	885	C0936223	Metastatic Prostate Cancer	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	827	C0600139	Prostate Cancer (Prostate carcinoma)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	895	C0585442	bone cancer (Osteosarcoma of bone)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	895	C0279530	Bone Cancer (Malignant Bone Neoplasm)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	799	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	839	C0677936	resistant cancer (Refractory Carcinoma)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	876	C2939419	Metastatic cancer (Secondary Neoplasm)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	876	C0346957	metastatic cancer (Disseminated Malignant Neoplasm)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	876	C0027627	metastatic cancer (Neoplasm Metastasis)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	876	C2939420	metastatic cancer (Metastatic Neoplasm)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	827	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	Neoplastic Process
Bone-Metastatic, Castration-Resistant Prostate Cancer	699	C0242453	Prostatism	Sign or Symptom
Bony/Soft Tissue Sarcoma	867	C0029463	bone sarcoma (Osteosarcoma)	Neoplastic Process
Bony/Soft Tissue Sarcoma	923	C1261473	Sarcoma, Soft Tissue (Sarcoma)	Neoplastic Process
Bony/Soft Tissue Sarcoma	867	C1704327	Bone Sarcoma	Neoplastic Process
Borderline Lepromatous Leprosy	827	C0023343	Leprosy	Disease or Syndrome
Borderline Lepromatous Leprosy	913	C0023346	Borderline leprosy	Disease or Syndrome
Borderline Lepromatous Leprosy	1000	C0343458	Borderline lepromatous leprosy	Disease or Syndrome
Borderline Lepromatous Leprosy	901	C0023348	Leprosy, Lepromatous	Disease or Syndrome
Borderline Lepromatous Leprosy	901	C1562585	Borderline Lepromatous (Leprosy, Multibacillary)	Disease or Syndrome
Borderline Ovarian Surface Epithelial-stromal Tumor	839	C1368683	Epithelial tumour (Epithelioma)	Neoplastic Process
Borderline Ovarian Surface Epithelial-stromal Tumor	947	C0341823	Ovarian Surface Epithelial-Stromal Tumor (Epithelial tumor of ovary)	Neoplastic Process
Borderline Ovarian Surface Epithelial-stromal Tumor	898	C0346165	Borderline epithelial tumor	Neoplastic Process
Borderline Ovarian Surface Epithelial-stromal Tumor	885	C0600113	Ovarian stromal tumor (Stromal tumor of ovary)	Neoplastic Process
Borderline Ovarian Surface Epithelial-stromal Tumor	827	C0879615	Stromal tumor (Stromal Neoplasm)	Neoplastic Process
Borderline Ovarian Surface Epithelial-stromal Tumor	799	C0027651	Tumor (Neoplasms)	Neoplastic Process
Borderline Ovarian Surface Epithelial-stromal Tumor	876	C0919267	Ovarian tumor (ovarian neoplasm)	Neoplastic Process
Borderline Ovarian Surface Epithelial-stromal Tumor	904	C0862506	borderline ovarian tumor	Neoplastic Process
Borderline Ovarian Surface Epithelial-stromal Tumor	1000	C0496920	Borderline Ovarian Surface Epithelial-Stromal Tumor (Neoplasm of uncertain or unknown behavior of ovary)	Neoplastic Process
Borderline Personality Disorder	827	C0012634	Disorder (Disease)	Disease or Syndrome
Borderline Personality Disorder.	827	C0012634	Disorder (Disease)	Disease or Syndrome
Borderline Personality Disorders	827	C0012634	Disorders (Disease)	Disease or Syndrome
Borderlone Personality Disorder	827	C0012634	Disorder (Disease)	Disease or Syndrome
Bordetella Pertussis Infection	913	C0006015	Bordetella infection (Bordetella Infections)	Disease or Syndrome
Bordetella Pertussis Infection	827	C0021311	Infection	Disease or Syndrome
Bordetella Pertussis Infection	660	C0043167	Pertussis	Disease or Syndrome
Borrelia Burgdorferi	861	C0024198	Borrelia (Lyme Disease)	Disease or Syndrome
Borrelia Infection	1000	C0006035	Infection, Borrelia (Borrelia Infections)	Disease or Syndrome
Borrelia Infection	694	C0024198	Borrelia (Lyme Disease)	Disease or Syndrome
Borrelia Infection	861	C0021311	Infection	Disease or Syndrome
Botulism Vaccine	761	C0042214	Vaccinia	Disease or Syndrome
Botulism Vaccine	768	C0010232	Cow Pox (Cowpox)	Disease or Syndrome
Bowel Disease, Inflammatory	1000	C0021831	bowel disease (Intestinal Diseases)	Disease or Syndrome
Bowel Disease, Inflammatory	861	C0012634	Disease	Disease or Syndrome
Bowel Diseases	861	C0012634	Diseases (Disease)	Disease or Syndrome
Bowel Diseases	1000	C0021831	bowel diseases (Intestinal Diseases)	Disease or Syndrome
Bowel Diseases, Inflammatory	861	C0012634	Diseases (Disease)	Disease or Syndrome
Bowel Diseases, Inflammatory	1000	C0021831	bowel diseases (Intestinal Diseases)	Disease or Syndrome
Bowel Dysfunction	1000	C0021831	bowel dysfunction (Intestinal Diseases)	Disease or Syndrome
Bowel Dysfunction	1000	C2004461	Bowel dysfunction	Disease or Syndrome
Bowel Obstruction	1000	C0021843	Bowel obstruction (Intestinal Obstruction)	Disease or Syndrome
Bowen Disease	861	C0012634	Disease	Disease or Syndrome
Bowen Disease	1000	C0006079	Bowen's Disease	Neoplastic Process
Bowen's Disease	861	C0012634	Disease	Disease or Syndrome
Bowen's Disease	1000	C0006079	Bowen's Disease	Neoplastic Process
Bowens Disease	861	C0012634	Disease	Disease or Syndrome
Bowens Disease	1000	C0006079	Bowen's Disease	Neoplastic Process
BPH	1000	C1704272	BPH (Benign Prostatic Hyperplasia)	Neoplastic Process
BPH/LUTS/Sexual Functions	645	C1704272	BPH (Benign Prostatic Hyperplasia)	Neoplastic Process
BPH/LUTS/Sexual Functions	645	C0574785	LUTS (Lower Urinary Tract Symptoms)	Sign or Symptom
Brachial Plexus Avulsion	604	C0206655	ARMS (Alveolar rhabdomyosarcoma)	Neoplastic Process
Brachial Plexus Block	771	C0206655	ARMS (Alveolar rhabdomyosarcoma)	Neoplastic Process
Brachial Plexus Injury	604	C0206655	ARMS (Alveolar rhabdomyosarcoma)	Neoplastic Process
Brady Tachy Syndrome	1000	C0221047	Brady-tachy syndrome (Bradycardia-tachycardia syndrome)	Disease or Syndrome
Brady Tachy Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Brady-Tachy Syndrome	1000	C0221047	Brady-tachy syndrome (Bradycardia-tachycardia syndrome)	Disease or Syndrome
Brady-Tachy Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Bradyarrhythmia	1000	C0079035	Bradyarrhythmia (Bradyarrhythmia (disorder))	Disease or Syndrome
Bradycardia-Tachycardia Syndrome	1000	C0221047	Bradycardia-tachycardia syndrome	Disease or Syndrome
Bradycardia-Tachycardia Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Bradycardia; Sick Sinus Syndrome, AV Block	1000	C0037052	Sick Sinus Syndrome	Disease or Syndrome
Bradycardia; Sick Sinus Syndrome, AV Block	901	C0748694	sick sinus	Disease or Syndrome
Bradycardia; Sick Sinus Syndrome, AV Block	1000	C0004245	AV Block (Atrioventricular Block)	Disease or Syndrome
Bradycardia; Sick Sinus Syndrome, AV Block	827	C0039082	Syndrome	Disease or Syndrome
BRAF or NRAS Mutant Metastatic Melanoma	812	C0025202	melanoma	Neoplastic Process
BRAF or NRAS Mutant Metastatic Melanoma	861	C0278883	Metastatic melanoma	Neoplastic Process
Brain (Nervous System) Cancers	1000	C0006826	Cancers (Malignant Neoplasms)	Neoplastic Process
Brain (Nervous System) Cancers	861	C0027769	Nervous (Nervousness)	Sign or Symptom
Brain and Central Nervous System Tumors	923	C0027766	Nervous System Tumors (Nervous System Neoplasms)	Neoplastic Process
Brain and Central Nervous System Tumors	645	C0027769	Nervous (Nervousness)	Sign or Symptom
Brain and Central Nervous System Tumors	1000	C0085136	Tumors, Central Nervous System (Central Nervous System Neoplasms)	Neoplastic Process
Brain and Central Nervous System Tumors	812	C0027651	Tumors (Neoplasms)	Neoplastic Process
Brain and Nervous System	861	C0027769	Nervous (Nervousness)	Sign or Symptom
Brain Aneurysm	861	C0002940	Aneurysm	Disease or Syndrome
Brain Aneurysm	1000	C0751003	Brain Aneurysm	Disease or Syndrome
Brain Aneurysms	1000	C0751003	Brain Aneurysms (Brain Aneurysm)	Disease or Syndrome
Brain Aneurysms	861	C0002940	ANEURYSMS (Aneurysm)	Disease or Syndrome
Brain Arteriovenous Malformations	901	C0334533	arteriovenous malformations (Arteriovenous malformation)	Neoplastic Process
Brain Cancer	1000	C0153633	Brain Cancer (Malignant neoplasm of brain)	Neoplastic Process
Brain Cancer	861	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Brain Disease	1000	C0006111	Brain Disease (Brain Diseases)	Disease or Syndrome
Brain Disease	861	C0012634	Disease	Disease or Syndrome
Brain Diseases	1000	C0006111	Brain Diseases	Disease or Syndrome
Brain Diseases	861	C0012634	Diseases (Disease)	Disease or Syndrome
Brain Diseases, Metabolic, Inborn	1000	C0006111	Brain Diseases	Disease or Syndrome
Brain Diseases, Metabolic, Inborn	861	C0012634	Diseases (Disease)	Disease or Syndrome
Brain Disorder	1000	C0006111	BRAIN DISORDER (NOS) (Brain Diseases)	Disease or Syndrome
Brain Disorder	861	C0012634	Disorder (Disease)	Disease or Syndrome
Brain Disorders	1000	C0006111	Brain Disorders (Brain Diseases)	Disease or Syndrome
Brain Disorders	861	C0012634	Disorders (Disease)	Disease or Syndrome
Brain Edema	1000	C1527311	Brain Edema	Disease or Syndrome
Brain Hypoperfusion Syndrome	913	C0085584	brain syndrome (Encephalopathies)	Disease or Syndrome
Brain Hypoperfusion Syndrome	913	C1446648	Brain syndrome (Non-specific brain syndrome)	Disease or Syndrome
Brain Hypoperfusion Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Brain Infarction	1000	C0751955	Brain Infarction	Disease or Syndrome
Brain Ischemia	861	C0022116	Ischaemia (Ischemia)	Disease or Syndrome
Brain Ischemia	1000	C0007786	Brain Ischemia	Disease or Syndrome
Brain Lesions	1000	C0221505	brain lesions (Lesion of brain)	Disease or Syndrome
Brain Metastases	861	C0027627	Metastases (Neoplasm Metastasis)	Neoplastic Process
Brain Metastases	827	C2939420	metastasis (Metastatic Neoplasm)	Neoplastic Process
Brain Metastases	861	C2939419	Metastases (Secondary Neoplasm)	Neoplastic Process
Brain Metastases	1000	C0220650	brain metastases (Metastatic malignant neoplasm to brain)	Neoplastic Process
Brain Metastases From Solid Tumors	1000	C0280100	solid tumors (solid tumor)	Neoplastic Process
Brain Metastases From Solid Tumors	827	C2939420	metastasis (Metastatic Neoplasm)	Neoplastic Process
Brain Metastases From Solid Tumors	861	C0027651	Tumors (Neoplasms)	Neoplastic Process
Brain Metastases From Solid Tumors	861	C0027627	Metastases (Neoplasm Metastasis)	Neoplastic Process
Brain Metastases From Solid Tumors	861	C2939419	Metastases (Secondary Neoplasm)	Neoplastic Process
Brain Metastases From Solid Tumors	1000	C0220650	brain metastases (Metastatic malignant neoplasm to brain)	Neoplastic Process
Brain Metastasis	861	C2939420	metastasis (Metastatic Neoplasm)	Neoplastic Process
Brain Metastasis	1000	C0220650	Brain Metastasis (Metastatic malignant neoplasm to brain)	Neoplastic Process
Brain Metastasis	861	C0027627	Metastasis (Neoplasm Metastasis)	Neoplastic Process
Brain Metastasis	827	C2939419	Metastases (Secondary Neoplasm)	Neoplastic Process
Brain Neoplasm	861	C0027651	Neoplasm (Neoplasms)	Neoplastic Process
Brain Neoplasm	1000	C0006118	Brain Neoplasm (Brain Neoplasms)	Neoplastic Process
Brain Neoplasm, Primary	861	C0027651	Neoplasm (Neoplasms)	Neoplastic Process
Brain Neoplasm, Primary	1000	C0006118	Brain Neoplasm (Brain Neoplasms)	Neoplastic Process
Brain Neoplasms	861	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Brain Neoplasms	1000	C0006118	Brain Neoplasms	Neoplastic Process
Brain Neoplasms, Benign	861	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Brain Neoplasms, Benign	1000	C0006118	Brain Neoplasms	Neoplastic Process
Brain Neoplasms, Malignant	861	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Brain Neoplasms, Malignant	1000	C0006118	Brain Neoplasms	Neoplastic Process
Brain Neoplasms, Primary Malignant	861	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Brain Neoplasms, Primary Malignant	1000	C0006118	Brain Neoplasms	Neoplastic Process
Brain Stem Glioma	827	C0017638	Glioma	Neoplastic Process
Brain Stem Glioma	913	C0349661	brain glioma (Glial tumor of brain (disorder))	Neoplastic Process
Brain Stem Glioma	1000	C0677865	Brain Stem Glioma (Glioma of brainstem)	Neoplastic Process
Brain Stem Glioma,	827	C0017638	Glioma	Neoplastic Process
Brain Stem Glioma,	913	C0349661	brain glioma (Glial tumor of brain (disorder))	Neoplastic Process
Brain Stem Glioma,	1000	C0677865	Brain Stem Glioma (Glioma of brainstem)	Neoplastic Process
Brain Stem Infarctions	913	C0751955	Infarctions, Brain (Brain Infarction)	Disease or Syndrome
Brain Stem Infarctions	1000	C0521542	Brain Stem Infarctions	Disease or Syndrome
Brain Stem Neoplasms	913	C0006118	Brain Neoplasms	Neoplastic Process
Brain Stem Neoplasms	827	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Brain Stem Neoplasms	1000	C0677866	Brain Stem Neoplasms	Neoplastic Process
Brain Stem Neoplasms, Primary	913	C0006118	Brain Neoplasms	Neoplastic Process
Brain Stem Neoplasms, Primary	827	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Brain Stem Neoplasms, Primary	1000	C0677866	Brain Stem Neoplasms	Neoplastic Process
Brain Stem Tumors	1000	C0677866	Brain Stem Tumors (Brain Stem Neoplasms)	Neoplastic Process
Brain Stem Tumors	913	C0006118	Brain Tumors (Brain Neoplasms)	Neoplastic Process
Brain Stem Tumors	827	C0027651	Tumors (Neoplasms)	Neoplastic Process
Brain Swelling	1000	C1527311	Brain Swelling (Brain Edema)	Disease or Syndrome
Brain Tumor	861	C0027651	Tumor (Neoplasms)	Neoplastic Process
Brain Tumor	1000	C0006118	Brain tumor (Brain Neoplasms)	Neoplastic Process
Brain Tumor, Primary	861	C0027651	Tumor (Neoplasms)	Neoplastic Process
Brain Tumor, Primary	1000	C0006118	Brain tumor (Brain Neoplasms)	Neoplastic Process
Brain Tumor, Recurrent	861	C0027651	Tumor (Neoplasms)	Neoplastic Process
Brain Tumor, Recurrent	1000	C0006118	Brain tumor (Brain Neoplasms)	Neoplastic Process
Brain Tumor, Recurrent	928	C1458156	recurrence (Recurrent Malignant Neoplasm)	Neoplastic Process
Brain Tumors	1000	C0006118	Brain Tumors (Brain Neoplasms)	Neoplastic Process
Brain Tumors	861	C0027651	Tumors (Neoplasms)	Neoplastic Process
Brain Tumors and /or Solid Tumors Including:	1000	C0006118	Brain Tumors (Brain Neoplasms)	Neoplastic Process
Brain Tumors and /or Solid Tumors Including:	1000	C0280100	solid tumors (solid tumor)	Neoplastic Process
Brain Tumors and /or Solid Tumors Including:	861	C0027651	Tumors (Neoplasms)	Neoplastic Process
Brain Tumour	861	C0027651	Tumor (Neoplasms)	Neoplastic Process
Brain Tumour	1000	C0006118	Brain tumor (Brain Neoplasms)	Neoplastic Process
Brain Vascular Accident	1000	C0038454	Vascular Accident, Brain (Cerebrovascular accident)	Disease or Syndrome
